,poem,prediction
11,47498/the-songs-of-maximus-song-1,0
12,poem/parents-pantoum,1
13,142881/sirenum-scopuli,0
14,54185/of-human-bodies,0
15,49759/vespers-in-your-extended-absence-you-permit-me,0
16,poem/let-there-be,0
17,47784/time-and-the-garden,0
18,44437/a-thought-of-the-nile,1
19,46477/alone-56d2265f2667d,1
0,44989/god-56d2244bc338c,0
1,50399/earth-upon-earth,1
2,46550/the-new-colossus,1
3,47294/the-dead-56d227a2ea215,1
4,56038/the-orange-bottle,0
5,54091/peel,0
6,45398/casey-at-the-bat,1
7,49146/piazza-piece,1
8,148378/ode-to-the-tiniest-dessert-spoon-in-all-creation,0
9,47436/i-used-to-think,0
10,poem/good-light,0
11,51894/on-the-departure-of-the-nightingale,0
12,47366/tortoise-shout,1
13,144609/feedback,0
14,53034/sweet-romanian-tongue,0
15,45984/bricks-and-straw,0
16,poem/timon-athens-act-iv-scene-ii-good-fellows-all,1
17,57409/epitaphs-of-the-war,0
18,poem/43-sonnet,0
19,45095/sonnet-60-like-as-the-waves-make-towards-the-pebbld-shore,1
0,53828/from-odi-barbare,0
1,162015/pasaban-murcielagos,0
2,48981/driving-through,0
3,poem/thou-art-blamed-shall-not-be-thy-defect-sonnet-70,1
4,45113/alastor-or-the-spirit-of-solitude,0
5,45185/amoretti-xxii-this-holy-season,1
6,poem/overnight,0
7,101675/dont-bother-the-earth-spirit-who-lives-here,0
8,92658/leas-bottle-ship-poetics,0
9,poem/best-way-i-can-describe-it,0
10,46319/passage-over-water,0
11,52860/tempus-fugit,0
12,45241/tho-lack-of-laurels-and-of-wreaths-not-one,0
13,43750/confessions,1
14,42980/a-fixed-idea,1
15,45438/to-the-king-on-his-navy,1
16,27622/the-great-blue-heron,0
17,poem/pier-52,0
18,poem/how-can-i-then-return-happy-plight-sonnet-28,0
19,45389/tithonus,1
0,poem/those-pretty-wrongs-liberty-commits-sonnet-41,1
1,44081/the-true-born-englishman,1
2,poem/continental-breakfast,0
3,poem/list-famous-hats,0
4,49566/yesterday-the-sunshine-made-the-air-glow,0
5,43188/the-owl-and-the-pussy-cat,1
6,poem/new-remorse,1
7,41287/the-age-of-dinosaurs,0
8,45017/the-house-of-life-97-a-superscription,1
9,44136/difference-56d2231d9f249,0
10,47282/the-argument-of-his-book,1
11,13417/magic-56d207ad115fc,0
12,47570/immortal-sails,1
13,poem/haiku-you,1
14,45952/a-poison-tree,1
15,43596/mycerinus,0
16,50708/sonnet-ii-of-thee-kind-boy-i-ask-no-red-and-white,0
17,53823/the-angel-with-the-broken-wing,1
18,58302/sound,0
0,144393/more-sky-please-59bc0228ec8f3,0
1,22722/university,0
2,46060/similar-cases,1
3,poem/memory-m-b,0
4,47430/peter-quince-at-the-clavier,1
5,52759/i-sit-and-sew,1
6,26538/meditations-in-an-emergency,1
7,poem/what-her-father-said,0
8,46653/the-battle-of-the-bulge,0
9,57229/the-impossible-replication-of-desire,0
10,poem/study-two-figures-pasiphaesado,0
11,46773/across-the-border,0
12,56069/ii-what-is-this-tint-that-in-the-shrill-cress,0
13,45007/the-cloud-confines,0
14,51548/autobiography-new-york,0
15,poem/modern-love-xxx,1
16,poem/modern-love-xxxvi,1
17,54652/dawn-chorus,1
18,51746/a-farmer-remembers-lincoln,1
0,poem/lo-orient-when-gracious-light-sonnet-7,1
1,poem/love-sonnet,1
2,47270/champs-dhonneur,0
3,161511/irritation-odes,0
4,44152/idea-53-clear-ancor-on-whose-silver-sanded-shore,0
5,42753/apparition-of-the-exile,0
6,44389/as-kingfishers-catch-fire,1
7,43746/the-bishop-orders-his-tomb-at-saint-praxeds-church,1
8,45117/the-cloud-56d2247bf4112,1
9,53511/text-to-complete-a-text,0
10,58657/urban-warming,0
11,poem/unwished,0
12,52369/thy-brothers-blood,0
13,57695/elegy-i-think-by-now-the-river-must-be-thick,0
14,52729/childhood-56d2317113114,1
15,44895/epistle-to-dr-arbuthnot,0
16,57529/poem-written-with-basho-the-sound-of-the-water-jar,0
0,46775/sestina-of-the-tramp-royal,1
1,44363/the-hold-fast,1
2,48740/why-the-pretty-one,0
3,poem/conversation-isolation,0
4,poem/dent,0
5,poem/clue,0
6,45173/jubilate-agno,1
7,58510/evening-lounge,0
8,42914/mr-nobody,1
9,41367/the-dignity-of-ushers,0
10,57288/the-traveller-heart,0
11,57329/at-the-somme-the-song-of-the-mud,1
12,55498/to-the-mannequins-56d2372b484bf,0
13,45911/monody-56d225a15e506,0
14,31540/eschatology-56d21503d212f,0
15,43706/to-my-dear-and-loving-husband,1
16,55692/winter-psalm,0
17,poem/gitanjali-5,1
18,45747/paradise-lost-book-11-1674-version,1
19,45371/northern-farmer-old-style,1
0,23066/conscription-camp,0
1,57242/prose-poem-the-morning-coffee,0
2,55091/d-e-l-e-t-e-part-6,0
3,54061/aubade-56d233f9baf9d,0
4,poem/gravity-and-center,1
5,54846/book-1-epigram-5-ad-lectorem-de-subjecto-operis-sui,0
6,poem/love-time-covid-19,0
7,poem/september-1,1
8,44176/song-fair-iris-i-love-and-hourly-i-die,1
9,44696/romance-56d223e439819,0
10,52535/the-solitude-of-night,1
11,54321/from-canto-cxv,0
12,54877/mythologies,0
13,poem/gitanjali-18,1
14,poem/secret-light,0
15,45312/queens-56d224c55d565,1
16,44674/hero-and-leander,1
17,poem/new-jersey,0
18,159260/the-comeback-of-speedos,0
0,poem/pintura-negra,0
1,55000/perhaps-this-verse-would-please-you-better-sue-2,0
2,46798/stony-limits,0
3,poem/ars-poetica-5,0
4,poem/ghazal-oranges,0
5,50449/on-the-death-of-the-late-earl-of-rochester,0
6,44726/second-fig,1
7,poem/white-paws,0
8,48334/damon-the-mower,1
9,45089/sonnet-25-let-those-who-are-in-favour-with-their-stars,1
10,poem/julius-caesar-act-i-scene-ii-i-know-virtue-be-you-brutus,1
11,43653/the-chimney-sweeper-a-little-black-thing-among-the-snow,1
12,42547/salome-56d221251cdb4,1
13,poem/last-privacy,0
14,poem/nikolaus-mardruz-his-master-ferdinand-count-tyrol-1565,0
15,47789/marrying-the-hangman,1
16,53739/the-trumpet-56d233508e90a,1
17,poem/marriage-we-carried-our-pockets,0
18,54313/the-librarian,0
0,poem/sonnet,0
1,44276/the-wood-pile,1
2,poem/polities-or-sonnets,0
3,42983/in-a-garden-56d221a5bfad9,1
4,42777/at-the-bomb-testing-site,1
5,poem/eclipse-season,0
6,42526/pleasures-56d2211503b6c,1
7,44398/no-worst-there-is-none-pitched-past-pitch-of-grief,1
8,45002/up-hill,1
9,44189/to-the-memory-of-mr-oldham,1
10,poem/old-age-black-was-not-counted-fair-sonnet-127,1
11,54857/book-6-epigram-14-de-piscatione-,1
12,48983/falling-asleep-over-the-aeneid,0
13,15468/the-widows-lament-in-springtime,1
14,poem/what-your-substance-whereof-are-you-made-sonnet-53,1
15,43435/of-modern-poetry,1
16,51826/ghost-villanelle,1
17,52738/walter-llywarch,0
18,poem/if-it-all-went-smoke,0
0,56127/people-who-died,0
1,47395/strange-meeting,1
2,45482/an-autograph,0
3,40206/the-odd-last-thing-she-did,0
4,47348/meg-merrilies,1
5,poem/memoriam-h-h,1
6,53510/wish-2,0
7,poem/transmitting-vertical-immensity-coniferous-light,0
8,42319/you-people,0
9,poem/mine-eye-hath-playd-painter-and-hath-stelld-sonnet-24,1
10,43949/i-hid-my-love,1
11,45826/the-burial-of-the-rev-george-gilfillan,1
12,53540/all-is-fair-in-love-and-war,0
13,15668/leave-taking,0
14,42695/storm-windows,1
15,46372/writ-on-the-steps-of-puerto-rican-harlem,0
16,42643/baudelaire,0
17,43881/the-spring-56d222c1918e0,1
18,19423/sylvesters-dying-bed,1
19,42988/thompsons-lunch-room-grand-central-station,0
0,57770/my-sister-who-died-young-takes-up-the-task,0
1,47601/song-56d2282a6cdf5,0
2,47843/living-56d2289b5783f,0
3,poem/gitanjali-17,1
4,42700/the-dependencies,1
5,56580/do-any-black-children-grow-up-casual,0
6,poem/haiku-i-am-moving,0
7,46480/i-hear-america-singing,1
8,52676/identity-56d231585800f,0
9,49765/briefly-it-enters-and-briefly-speaks,1
10,poem/what-lips-my-lips-have-kissed-and-where-and-why-sonnet-xliii,1
11,44092/an-anatomy-of-the-world,1
12,55495/song-for-dead-children-56d23729be5a8,0
13,poem/summer-vacation-in-the-subjunctive,0
14,poem/grave-keats,1
15,45521/i-wandered-lonely-as-a-cloud,1
16,50689/the-pillar-of-fame,0
17,34111/sonnet-in-the-shape-of-a-potted-christmas-tree,0
18,46979/george-washingtons-birthday-wondering,0
19,poem/thine-eyes-i-love-and-they-pitying-me-sonnet-132,1
0,46405/reapers,1
1,44280/and-if-i-did-what-then,1
2,poem/sunset-0,0
3,poem/novel-manuscript,0
4,45565/written-in-london-september-1802,0
5,poem/mine-eye-and-heart-are-mortal-war-sonnet-46,1
6,poem/fourteen-line-poem-adoration,0
7,poem/grandma-0,0
8,48013/the-song-of-the-nightingale-is-like-the-scent-of-syringa,0
9,43924/aella-a-tragical-interlude,0
10,53297/margaret-56d232772fb16,0
11,47502/the-ice-age-56d227fd9b931,0
12,45442/the-story-of-phoebus-and-daphne-applied,1
13,poem/beloved-my-beloved-sonnet-20,0
14,poem/love-10,0
15,56761/akechis-wife,0
16,54602/7-december,0
17,45923/eugenia-todd,0
18,54879/sleeping-with-the-dictionary,0
19,poem/six-unrhymed-sonnets,0
0,45518/the-french-revolution-as-it-appeared-to-enthusiasts-at-its-commencement,1
1,poem/transport,0
2,poem/against-my-love-shall-be-i-am-now-sonnet-63,1
3,poem/yogi,0
4,44867/exile-56d2241ea1dcd,0
5,58861/revolution-56d23d98dba59,0
6,poem/grass-1967,0
7,143910/sankt-georg,0
8,poem/warscape-lovers,0
9,47118/the-city-1925,0
10,53631/there-is-a-shipwreck-,0
11,poem/verses-moon,0
12,47284/corinnas-going-a-maying,1
13,55674/the-sonnets-iii,1
14,45822/descriptive-jottings-of-london,1
15,44428/the-negro-speaks-of-rivers,1
16,55272/from-the-bottom,0
17,56433/the-islands-of-africa,0
18,48454/in-memory-of-jane-fraser,1
19,48456/picture-of-a-nativity,0
0,poem/all-time-blues-villanelle,1
1,poem/villanelle,0
2,57555/adieu-to-norman-bon-jour-to-joan-and-jean-paul,0
3,52586/song-error,0
4,54523/the-tunnel-56d234f71846c,0
5,57367/soldier-from-the-wars-returning,1
6,43077/witch-doctor,0
7,45189/amoretti-lxxv-one-day-i-wrote-her-name,1
8,58298/the-preachers-daughter,0
9,55855/a-postmodern-two-step,0
10,46783/gunga-din,1
11,42860/sometime-during-eternity-,1
12,poem/11162003,0
13,46063/more-females-of-the-species,0
14,45524/it-is-a-beauteous-evening-calm-and-free,1
15,45918/sarah-brown,1
16,45575/farewell-love-and-all-thy-laws-for-ever,1
17,58053/small-poems-for-big,0
18,44280/and-if-i-did-what-then,1
0,43926/the-canterbury-tales-general-prologue,1
1,47413/louse-hunting,1
2,46373/writ-on-the-eve-of-my-32nd-birthday,0
3,47885/writing-is-an-aid-to-memory-16,0
4,43733/sonnets-from-the-portuguese-1-i-thought-once-how-theocritus-had-sung,1
5,poem/testimony-1968,0
6,poem/lo-ferm-voler-quel-cor-mintra,0
7,53539/the-traitor-56d232e8a0c48,0
8,43585/the-buried-life,1
9,poem/sonnet-silenced,0
10,43736/sonnets-from-the-portuguese-14-if-thou-must-love-me-let-it-be-for-nought,1
11,45378/the-princess-come-down-o-maid,1
12,47876/madams-past-history,1
13,44939/the-nymphs-reply-to-the-shepherd,1
14,49731/incandescent-war-poem-sonnet,0
15,poem/denouement,0
16,40799/pocono-lakeside,0
17,45155/astrophil-and-stella-15-you-that-do-search-for-every-purling-spring-,1
18,12597/under-two-windows,0
0,55578/nobaude,0
1,44466/to-the-memory-of-my-beloved-the-author-mr-william-shakespeare,1
2,46174/one-with-the-sun,0
3,52353/the-snow-is-melting,0
4,58649/lullaby-in-fracktown,0
5,161710/the-gospel-of-mary,0
6,52508/light-if-i-stand,0
7,58845/terrarium,0
8,55175/wall-cave-and-pillar-statements-after-asoka-56d23672e04dc,0
9,poem/september-elegies,0
10,poem/sonnet-nothing-was-ever-what-it-claimed-be,0
11,44733/lycidas,1
12,47692/the-river-merchants-wife-a-letter-56d22853677f9,1
13,49553/into-death-bravely,0
14,50780/with-sincerest-regrets,0
15,49722/sonnet-name-address-date,0
16,43919/suppose-56d222ce24409,1
17,poem/sonnet-xci-i-can-groups-these-mimic-flowers-compose,0
18,54284/home-for-christmas,0
0,44866/daisy-time,1
1,57322/for-the-fallen,1
2,54522/the-whip-56d234f509455,0
3,54556/royalty-56d2350a1824d,1
4,52424/grand-central-track-23,0
5,poem/or-i-shall-live-your-epitaph-make-sonnet-81,1
6,13261/sunday-morning,1
7,poem/round-earths-imagined-corners-holy-sonnet-7,1
8,46647/the-ballad-of-blasphemous-bill,1
9,poem/how-could-i-have-known-i-would-need-remember-your-laughter,0
10,poem/ghazal-ya-ltyf-ya-lateef,0
11,poem/refuge-1,0
12,45539/on-the-extinction-of-the-venetian-republic,1
13,54548/whats-left,0
14,poem/my-mistress-eyes-are-nothing-sun-sonnet-130,1
15,53404/i-was-wash-way-in-blood,0
16,57787/a-black-god-touched-me-today,0
17,57493/out-of-the-blue,0
18,57002/gilding-the-lily,0
19,51553/spring-song-56d22f5e9a70c,0
0,142889/sets-of-things,0
1,118575/less-much-less,0
2,57788/arts-technology,0
3,poem/eva-hesse,1
4,poem/please-read,0
5,poem/dragged-mass,0
6,poem/sonnet-upon-these-deeps-days-remotely-old,1
7,43110/notes-for-an-elegy-56d221cc3a3d8,0
8,43164/elegy-for-my-sister,0
9,poem/certain-slant-sunlight,0
10,58862/radiante-s,0
11,58864/our-lady-of-sorrows,0
12,poem/sonnets-love-xiii,0
13,poem/elegy-1,0
14,poem/translation-class,0
15,poem/seurat,0
16,44457/to-lucy-countess-of-bedford-with-john-donnes-satires,1
17,44107/holy-sonnets-death-be-not-proud,1
18,poem/my-english-class-debates-legality-gay-marriage-i-daydream-boy-i-am-beginning-fall-love,0
0,57532/poem-written-with-issa-a-friend-e-mails,0
1,48012/religious-instruction,0
2,56274/with-delicate-hand,0
3,50671/on-english-monsieur,0
4,poem/lord-my-love-whom-vassalage-sonnet-26,1
5,poem/letter-alladat,0
6,poem/ghazal-silence,0
7,45978/eros-56d225b9cea5e,1
8,poem/poetry-insurgent-art-i-am-signaling-you-through-flames,1
9,55173/monologue-of-a-commercial-fisherman-56d236721026f,0
10,45989/to-the-returned-girls,0
11,46287/may-1748-iii-month,0
12,poem/birds-punctuate-days,0
13,49674/shroud-of-the-gnome,0
14,42935/unholy-sonnet-13,0
15,poem/gitanjali-2,1
16,54848/book-1-epigram-39-ad-librum-suum-,0
17,13057/garden,1
18,poem/whats-brain-ink-may-character-sonnet-108,1
0,45390/to-j-s,1
1,poem/absence-sparrows,0
2,47285/delight-in-disorder,1
3,poem/ring-burial-34,0
4,43737/sonnets-from-the-portuguese-20-beloved-my-beloved-when-i-think,0
5,57368/glory-of-women,1
6,42561/the-moss-of-his-skin,0
7,45152/astrophil-and-stella-1-loving-in-truth-and-fain-in-verse-my-love-to-show,1
8,47000/twang-chic-sam-buckhannon-explores-the-latest-fashion,0
9,46417/equations-of-the-light,0
10,53542/the-mustache,0
11,poem/gitanjali-9,1
12,44054/divine-epigrams-samson-to-his-delilah,0
13,48063/punchinello-in-chains-vi-punchinello-dreams-of-escape,0
14,161709/science-says,0
15,49291/hullo,0
16,144604/kept,0
17,55543/spell-56d2374063877,0
18,42912/the-secret-56d2219131cd4,1
0,43051/a-baroque-wall-fountain-in-the-villa-sciarra,1
1,47545/ma-rainey,0
2,43775/rabbi-ben-ezra,1
3,42542/passing-through,0
4,42620/a-brown-girl-dead,1
5,44401/the-starlight-night,1
6,poem/farewell-thou-art-too-dear-my-possession-sonnet-87,1
7,poem/if-thy-soul-check-thee-i-come-so-near-sonnet-136,1
8,53610/elegy-in-coherent-light,0
9,91398/plurality,1
10,55444/the-other-forest,0
11,43438/chicagos-congo,0
12,poem/gitanjali-14,1
13,43100/do-not-embrace-your-minds-new-negro-friend,0
14,46453/on-shakespeare-1630,1
15,45477/song-of-myself-1892-version,1
16,poem/gitanjali-10,1
17,49617/mother-and-child,0
18,48022/the-monument-and-the-shrine,0
19,52014/at-a-symphony,0
0,57717/running-brush,0
1,poem/anti-poetica,0
2,poem/ballad-reading-gaol,1
3,55025/politics-56d23616d1f32,0
4,55066/like-gods,0
5,45120/the-fitful-alternations-of-the-rain,1
6,44520/on-an-infant-dying-as-soon-as-born,1
7,56692/not-fade-away,0
8,poem/nostalgia-0,0
9,53157/fever-56d232346b6f9,0
10,45163/astrophil-and-stella-71-who-will-in-fairest-book-of-nature-know-,1
11,53005/ars-poetica-100-i-believe,1
12,44414/a-shropshire-lad-30-others-i-am-not-the-first,1
13,42619/heritage-56d2213a97c6c,1
14,poem/brass-nor-stone-nor-earth-nor-boundless-sea-sonnet-65,1
15,52731/love-song-for-alex-1979,0
16,poem/gitanjali-20,1
17,54863/book-7-epigram-47-de-hominis-ortu-sepultura-,0
18,46301/a-lay-of-the-links,1
19,54856/book-6-epigram-7-in-prophanationem-nominis-dei-,0
0,46850/pretty,0
1,poem/how-say,0
2,44211/hysteria,1
3,45829/the-famous-tay-whale,1
4,161704/ode-to-a-dolly-parton-drag-queen,0
5,poem/ode-goby,0
6,54082/flowerpot,0
7,poem/soldier-0,1
8,47761/last-month-56d22872cf025,0
9,45372/northern-farmer-new-style,1
10,poem/autobiography-my-alter-ego,0
11,55754/altar-3-from-broken-chord-sequence,0
12,34776/the-voyage-home-56d2182fbd975,0
13,47600/a-dialogue-between-caliban-and-ariel,0
14,poem/poem-dream-telling-you-its-time,0
15,44476/lines-on-the-mermaid-tavern,1
16,poem/gitanjali-1,1
17,44472/the-human-seasons,1
18,46406/november-cotton-flower,1
19,43768/my-last-duchess,1
0,47215/kalaloch,0
1,44404/thou-art-indeed-just-lord-if-i-contend,1
2,45001/the-three-enemies,1
3,poem/why-do-you-love-poem,1
4,poem/america-gives-its-blackness-back-me,0
5,43869/follow-your-saint,1
6,55693/an-old-story-56d2378640839,0
7,44563/faesulan-idyl,1
8,52089/homes,0
9,52358/all-the-time-i-pray-to-buddha,1
10,46484/queen-annes-lace,1
11,45078/sonnet-16-who-shall-invoke-her-who-shall-be-her-priest,0
12,44153/idea-61-since-theres-no-help-come-let-us-kiss-and-part,1
13,30514/monuments-for-a-friendly-girl-at-a-tenth-grade-party,0
14,56022/the-fire-cycle,0
15,43748/caliban-upon-setebos,0
16,poem/haiku-ambulance,1
17,poem/galleria-ode,0
18,55214/matisse,0
19,58305/and-then-the-sun,0
0,poem/creative-drive,0
1,42719/for-the-last-wolverine,0
2,54305/the-cloud-corporation,0
3,48131/talking-richard-wilson-blues-by-richard-clay-wilson,0
4,25174/the-children-of-the-poor,0
5,45828/the-tay-bridge-disaster,1
6,151139/reading-an-elegy,0
7,46864/hymn-of-not-much-praise-for-new-york-city,0
8,44101/elegy-ix-the-autumnal,1
9,41541/subject-to-change,0
10,45419/ode-to-stephen-dowling-bots-decd,1
11,poem/gitanjali-6,1
12,47286/discontents-in-devon,1
13,57424/lucia,0
14,48859/song-of-the-open-road,1
15,57756/the-bait-58920f508a1d8,0
16,47546/the-listeners,1
17,43663/i-heard-an-angel,1
18,46814/effort-for-distraction,0
0,45218/the-shepheardes-calender-april,1
1,48329/the-picture-of-little-t-c-in-a-prospect-of-flowers,0
2,13083/venus-transiens,0
3,43748/caliban-upon-setebos,0
4,57782/doing-laundry-in-budapest,0
5,52526/deaf-republic-8,0
6,49558/immigrants-in-our-own-land,1
7,44916/portrait-dune-femme,1
8,poem/october-sonnet,0
9,54417/self-portrait-at-ten,0
10,44264/for-once-then-something,1
11,45165/astrophil-and-stella-92-be-your-words-made-good-sir-of-indian-ware,1
12,47974/stanzas-in-meditation-stanza-14,0
13,53671/describe-turner-to-mlk,0
14,55228/virgil-aeneid-ii-ii-250-267,0
15,poem/sonnet-ballad,1
16,52156/winged-purposes,0
17,poem/japanese-hokku,0
18,54888/a-poem-for-painters,0
0,55239/convinced-1957,0
1,48892/the-summer-bower,0
2,45156/astrophil-and-stella-20-fly-fly-my-friends-i-have-my-death-wound-fly,1
3,poem/dream-anti-ekphrasis,0
4,46002/to-w-p,0
5,43094/how-it-is-56d221c76812c,1
6,43925/an-excelente-balade-of-charitie,0
7,49307/my-sad-self,1
8,57215/blighters,1
9,poem/you-1,1
10,50157/the-dream-of-february,0
11,42825/things-56d221766cfbb,0
12,poem/expulsion,0
13,55309/a-prayer-for-rain-56d236c278dd0,0
14,42533/the-springtime,0
15,46131/the-preface,0
16,47856/cortege-56d228a1cf7ae,0
17,poem/ode-grecian-urn,1
18,44516/cleanliness-56d223a4dd2c1,1
0,42534/partial-resemblance,0
1,48211/the-convert,1
2,47012/high-tension-lines-across-a-landscape,0
3,49303/howl,1
4,48210/for-a-war-memorial,1
5,17371/blue-juniata,0
6,49828/the-rejection,0
7,56233/song-of-the-shattering-vessels,1
8,12587/to-whistler-american,0
9,48333/the-mower-against-gardens,1
10,44365/love-i,1
11,44194/the-debt-56d22331136b0,1
12,51973/how-oft-in-schoolboy-days-from-the-schools-sway,0
13,poem/incantation-first-order,0
14,47122/raking-near-the-great-works,0
15,45266/a-description-of-the-morning,1
16,43768/my-last-duchess,1
17,44300/the-fatal-sisters-an-ode,0
18,50081/astrophil-and-stella-63-o-grammar-rules-o-now-your-virtues-show,1
19,43439/self-portrait-56d2222f28a50,0
0,poem/assiduously,0
1,51632/elliptical,0
2,41182/progressive-health,0
3,42570/unknown-girl-in-the-maternity-ward,1
4,148700/thats-my-heart-right-there,1
5,43788/upon-the-vine-tree,0
6,poem/look-thy-glass-and-tell-faces-thou-viewest-sonnet-3,1
7,45820/the-little-match-girl,0
8,40704/some-assembly-required,0
9,55971/the-entertainment-of-war,0
10,45481/the-world-below-the-brine,1
11,41081/scavenging-the-wall,0
12,43841/january-22nd-missolonghi,0
13,45489/skipper-iresons-ride,1
14,44886/a-dream-56d22426d2d30,1
15,49168/field-guide-56d22affc99c5,0
16,51944/a-crush-of-oily-plant-and-treated-white,0
17,57158/ballad-of-orange-and-grape,0
18,46475/stanzas-in-meditation-stanza-83,1
0,58005/d-e-l-e-t-e-part-8,0
1,56387/were-it-but-me-that-gained-the-height,0
2,poem/reservoirs,0
3,44983/supremacy,1
4,52730/for-malcolm-x,1
5,55694/long-enough,0
6,46762/everythings-a-fake,0
7,poem/garden-state-racetrack,0
8,44057/a-hymn-to-the-name-and-honour-of-the-admirable-saint-teresa,1
9,poem/teaching-ape-write-poems,1
10,43696/on-the-funeral-of-charles-the-first-at-night-in-st-georges-chapel-windsor,1
11,42793/the-campus-on-the-hill,0
12,poem/little-lead-soldiers,0
13,42573/in-celebration-of-my-uterus,1
14,56448/thought-experiment-mary-in-the-black-and-white-room,0
15,44479/ode-to-a-nightingale,1
16,51703/sad-and-alone,1
17,poem/cloud-flowers,0
18,54818/the-craftsman,1
0,poem/ozymandias,1
1,poem/his-father,0
2,poem/hagar-wilderness,0
3,42982/the-pond-56d221a570f61,0
4,45541/a-poet-he-hath-put-his-heart-to-school,1
5,44317/only-a-dad,1
6,poem/elegy-written-country-churchyard,1
7,poem/sonnetesque,0
8,poem/confessional,0
9,47146/my-violin,0
10,45920/dora-williams,1
11,poem/pedestrian-0,0
12,36437/northern-exposures,0
13,43754/an-epistle-containing-the-strange-medical-experience-of-karshish-the-arab-physician,0
14,51459/the-role-of-elegy,0
15,40284/madmen,1
16,42435/stable,0
17,44558/acon-and-rhodope-or-inconstancy,0
18,53242/the-twentieth-century,0
0,52504/the-end-56d2310542b95,0
1,55577/then-56d2374fb5d21,0
2,56352/birth-56d238c5bf1e5,0
3,47893/my-life-reason-looks-for-two-then-arranges-it-from-there,0
4,43207/the-virgin-considered-as-a-picture,0
5,poem/betwixt-mine-eye-and-heart-league-took-sonnet-47,1
6,poem/gitanjali-21,1
7,52026/on-a-piece-of-tapestry,0
8,46878/at-this-precise-moment-of-history,1
9,poem/love-poem-black-field,0
10,poem/kink,0
11,45668/gitanjali-35,1
12,poem/painters-thoughts,0
13,poem/night-5,1
14,poem/philip-larkins-koan,0
15,poem/brazil-0,0
16,47958/the-chant-of-the-vultures,0
17,24161/the-net-56d20e97694cf,0
18,46485/to-elsie,1
0,58786/sissieretta-jones,0
1,49018/the-hearts,0
2,46649/just-think-56d2269875bbc,1
3,poem/barnes-noble-1999,0
4,poem/lady-xoc,0
5,poem/dead-1,0
6,55170/love-song-i-and-thou-56d236709aeab,1
7,43654/the-chimney-sweeper-when-my-mother-died-i-was-very-young,1
8,54027/gautier-dagotys-ecorches,0
9,43086/windigo,0
10,poem/you-have-i-been-absent-spring-sonnet-98,1
11,44305/on-the-death-of-richard-west,1
12,51786/song-of-myself-35,1
13,45574/avising-the-bright-beams,1
14,poem/poetry-2,1
15,43209/clothes-56d221e9a46d3,0
16,54795/aubade-56d235931397f,0
17,45492/what-the-birds-said,1
18,46930/how-awkward-when-playing-with-glue,0
19,41551/song-of-the-sea-to-the-shore,0
0,poem/loss-2,0
1,44390/binsey-poplars,1
2,47759/these-lacustrine-cities,1
3,42705/gyroscope-56d22152c3a26,1
4,46910/friday-snow,0
5,poem/german-uhland,0
6,43428/le-monocle-de-mon-oncle,1
7,47781/on-teaching-the-young,0
8,poem/yet-do-i-marvel,0
9,42763/troop-train,1
10,poem/book-nonsense-1-10-12,1
11,57417/the-idea-of-revelation,0
12,poem/memory-e-m-el-k,0
13,45523/inside-of-kings-college-chapel-cambridge,1
14,144809/the-orchestral-audition,0
15,45137/queen-mab-part-vi,1
16,poem/o-my-sake-do-you-fortune-chide-sonnet-111,1
17,43980/fragment-6-the-moon-how-definite-its-orb,1
18,51884/on-an-unsociable-family,1
19,44482/on-sitting-down-to-read-king-lear-once-again,1
0,54524/the-rain-56d234f78f810,1
1,44635/keats,0
2,44158/idea-37-dear-why-should-you-command-me-to-my-rest,1
3,51537/his-mother-stepped-about-her-kitchen-,0
4,55028/breakfast-with-thom-gunn,0
5,43491/burning-trash,1
6,55963/ligature,0
7,44891/elegy-to-the-memory-of-an-unfortunate-lady,1
8,46684/ballade-of-modest-confession,0
9,52610/a-little-called-pauline,1
10,56182/everyday-escapees,0
11,45277/a-ballad-of-death,1
12,46775/sestina-of-the-tramp-royal,1
13,147862/vertigo-5b96a99ebae03,0
14,55791/elegy-for-a-suicide-56d237b5bcb51,0
15,56285/effort-at-speech-between-two-people,1
16,55912/hearing-the-battle-july-21-1861,0
17,28241/nude-descending-a-staircase,1
18,poem/modern-love-ix,1
0,poem/if-thou-survive-my-well-contended-day-sonnet-32,1
1,44748/sonnet-22-cyriack-this-three-years-day-these-eyes-though-clear,1
2,poem/eclogue-line-view-clock-christian-marclay,0
3,44465/to-heaven,1
4,43974/on-donnes-poetry,0
5,poem/mad-potter,0
6,46769/defeated,0
7,28492/gravelly-run,1
8,poem/substitution,0
9,56357/dear-ra,0
10,43810/last-may-a-braw-wooer,1
11,44574/bat,1
12,44675/the-passionate-shepherd-to-his-love,1
13,poem/kitchen-indexed,0
14,poem/three-angels,0
15,57042/clearances,0
16,poem/marble-hill,0
17,poem/if-they-come-morning,0
18,poem/i-buy-my-monster-roses,0
19,54990/the-pond-is-sheathed-in-ice,0
0,43917/a-leak-in-the-dike,0
1,44573/almond-blossom,0
2,poem/little-box,0
3,poem/canst-thou-o-cruel-say-i-love-thee-not-sonnet-149,1
4,48327/the-unfortunate-lover,1
5,poem/edison,0
6,53616/nigella,0
7,42910/a-young-lady-of-lynn,0
8,51906/to-fashion,0
9,58259/february-elegy,0
10,45239/live-blindly-and-upon-the-hour,0
11,poem/when-i-see-stars-night-sky,0
